id,url,multicast_address,multicast_port,camera_username,camera_password,camera_number,camera_name,camera_location,image_regions,matching_threshold,focus_value_threshold,light_level_threshold,creation_date,last_check_date,snooze,trigger_new_reference_image,freeze_check,trigger_new_reference_image_date,reference_image_version
13490,rtsp://10.200.51.14/h266,None,0,,,201706,Pit 201 PTZ 706,POD_2E,"[1, 2, 3, 11, 19, 27, 30, 37, 38, 42, 48, 50, 56, 57, 58, 64]",0.69,0.68,0.58,2025-04-19 04:53:17,2025-04-19 04:53:17,False,False,False,2025-04-19 04:53:17,1
14116,rtsp://10.200.185.80/h266,None,0,,,90105,Z01 Rapid Baccarat 3,POD_B3O,"[1, 2, 10, 18, 26, 27, 33, 34, 41, 42, 49, 50, 52, 57, 58, 59]",0.50,0.61,0.51,2025-04-19 04:53:22,2025-04-19 04:53:22,False,False,False,2025-04-19 04:53:22,1
14558,rtsp://10.200.106.80/h266,None,0,,,10754,RTP 10754,POD_B3K,"[1, 2, 3, 5, 7, 9, 10, 11, 17, 19, 25, 27, 34, 35, 36, 53]",0.58,0.70,0.58,2025-04-19 04:53:26,2025-04-19 04:53:26,False,False,False,2025-04-19 04:53:26,1
8971,rtsp://10.202.208.72/h266,None,0,,,997761,Pit 997 PTZ 761,HTL_54C,"['1', '2', '6', '7', '8', '9', '14', '15', '16', '17']",0.73,0.68,0.59,2025-04-19 04:52:51,2025-04-19 04:52:51,False,False,False,2025-04-19 04:52:51,1
10641,rtsp://10.200.182.6/h266,None,0,,,688335,Z88 B33 M07 PTZ,POD_2C,"[1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 25, 33, 49, 50]",0.59,0.77,0.59,2025-04-19 04:52:58,2025-04-19 04:52:58,False,False,False,2025-04-19 04:52:58,1
9789,rtsp://10.200.65.96/h266,None,0,,,819674,Pit 819 OV 674,POD_3C,"['1', '2', '7', '8', '9', '10', '11', '16', '17', '18', '19', '25', '26', '27', '33', '34', '35', '38', '39', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '50', '51', '52', '53', '54', '55', '56', '57', '58', '59', '60', '61', '62', '63', '64']",0.81,0.60,0.50,2025-04-19 04:52:54,2025-04-19 04:52:54,False,False,False,2025-04-19 04:52:54,1
9266,rtsp://10.200.68.18/h266,None,0,,,980815,MDF 80815 OV,POD_3D,"['31', '46']",0.74,0.67,0.59,2025-04-19 04:52:52,2025-04-19 04:52:52,False,False,False,2025-04-19 04:52:52,1
11690,rtsp://10.200.113.12/h266,None,0,,,611312,Z11 B31 M03-04,POD_B3L,"[1, 2, 6, 14, 18, 21, 29, 39, 45, 47, 48, 49, 54, 56, 57, 64]",0.61,0.60,0.54,2025-04-19 04:53:04,2025-04-19 04:53:04,False,False,False,2025-04-19 04:53:04,1
17638,rtsp://10.200.16.4/h266,None,0,,,1505,L1 LC13 Lobby OV 05,POD_1A - 428 cams,"['1', '2', '3', '4', '7', '8', '9', '16', '17', '25', '33', '41', '48', '49', '50', '51', '52', '53', '54', '55', '56', '57', '58', '59', '60', '61', '62', '63', '64']",0.52,0.67,0.52,2025-04-19 04:53:59,2025-04-19 04:53:59,False,False,False,2025-04-19 04:53:59,1
9816,rtsp://10.200.65.22/h266,None,0,,,818671,Pit 818 OV 671,POD_3C,"[1, 2, 7, 8, 9, 16, 23, 31, 35, 49, 56, 57, 58, 60, 61, 64]",0.72,0.77,0.53,2025-04-19 04:52:54,2025-04-19 04:52:54,False,False,False,2025-04-19 04:52:54,1
9443,rtsp://10.202.205.32/h266,None,0,,,898605,TBR 98605 HD,HTL_54C,"[19, 25, 27, 31, 44, 45, 50, 51, 52, 53, 54, 55, 58, 60, 61, 62]",0.58,0.68,0.57,2025-04-19 04:52:53,2025-04-19 04:52:53,False,False,False,2025-04-19 04:52:53,1
